frame,track_number,x,y,intensity,intensity_roiOnMeanXY,zeroed_X,zeroed_Y,lagNumber,distanceFromOrigin,dy-dt: distance,radius_gyration,asymmetry,skewness,kurtosis,fracDimension,netDispl,Straight,Experiment,SVM,nnDist_inFrame,n_segments,lag,meanLag,track_length,radius_gyration_scaled,radius_gyration_scaled_nSegments,radius_gyration_scaled_trackLength,roi_1,camera black estimate,roi_1 smoothed,d_squared,lag_squared,dt,velocity,direction_Relative_To_Origin,meanVelocity,intensity - mean roi1,intensity - mean roi1 and black,intensity_roiOnMeanXY - mean roi1,intensity_roiOnMeanXY - mean roi1 and black,intensity - smoothed roi_1,intensity_roiOnMeanXY - smoothed roi_1,nnCountInFrame_within_3_pixels,nnCountInFrame_within_5_pixels,nnCountInFrame_within_10_pixels,nnCountInFrame_within_20_pixels,nnCountInFrame_within_30_pixels,mean_X,mean_Y,distanceFromMean,meanLocDistanceFromCenter
10,0.0,4.50994426694614,26.68666656781092,151.63,,-0.7480686394571423,0.5754497212410321,10.0,0.9437950365495896,0.5667004131018032,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,14.981955148791592,100.0,0.193,0.491,48.651,4.262,0.021,0.043,127.28400000000002,110.4,,0.8907490710156414,0.037249,1.0,0.193,142.43081581162468,0.4913939393939394,25.12374329224076,-86.36245443558134,,,,,0,1,1,3,7,8.296537818442808,25.32475099956116,4.024065697684025,1.9309710623319534
11,0.0,4.6116407819213,26.85051356081497,152.77,,-0.6463721244819824,0.7392967142450821,11.0,0.9820165757261564,0.0382215391765667,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,0.1542819557290076,100.0,0.407,0.491,48.651,4.262,0.021,0.043,127.144,113.2,,0.964356555000926,0.165649,1.0,0.407,131.1634217279308,0.4913939393939394,26.263743292240772,-85.22245443558133,,,,,1,2,2,4,7,8.296537818442808,25.32475099956116,3.9882850403511507,1.9309710623319534
12,0.0,5.011841522167948,26.7761447858468,152.72,,-0.2461713842353337,0.664927939276911,12.0,0.7090342127481436,-0.2729823629780128,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,15.735971794290258,100.0,0.991,0.491,48.651,4.262,0.021,0.043,127.42800000000004,112.2,,0.5027295148473797,0.982081,1.0,0.991,110.31569371495247,0.4913939393939394,26.213743292240764,-85.27245443558134,,,,,0,1,1,2,6,8.296537818442808,25.32475099956116,3.5910685988477495,1.9309710623319534
13,0.0,5.732481185237901,26.09528488028284,157.33,,0.4744682788346193,-0.0159319662870487,13.0,0.4747356898001852,-0.2342985229479584,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,15.011442622119048,100.0,0.405,0.491,48.651,4.262,0.021,0.043,126.444,113.5,,0.2253739751700576,0.164025,1.0,0.405,358.07681225403707,0.4913939393939394,30.823743292240778,-80.66245443558132,,,,,0,0,1,3,7,8.296537818442808,25.32475099956116,2.6773324185879663,1.9309710623319534
14,0.0,6.046820275727336,26.350220216624653,157.22,,0.7888073693240543,0.239003370054764,14.0,0.824220648126137,0.3494849583259518,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,15.317648027204552,100.0,0.374,0.491,48.651,4.262,0.021,0.043,128.204,112.7,,0.6793396767974694,0.139876,1.0,0.374,16.856458415501585,0.4913939393939394,30.713743292240764,-80.77245443558134,,,,,0,0,1,3,9,8.296537818442808,25.32475099956116,2.4724109968099053,1.9309710623319534
15,0.0,6.319367430528341,26.09477900889991,160.02,,1.0613545241250586,-0.0164378376699794,15.0,1.061481807845991,0.237261159719854,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,13.766760929981832,100.0,0.368,0.491,48.651,4.262,0.021,0.043,125.656,113.6,,1.126743628387994,0.135424,1.0,0.368,359.1126966448465,0.4913939393939394,33.513743292240775,-77.97245443558133,,,,,0,0,1,2,5,8.296537818442808,25.32475099956116,2.1218260715742088,1.9309710623319534
16,0.0,6.624146417210708,25.889139690092343,155.92,,1.3661335108074262,-0.2220771564775461,16.0,1.3840661229797429,0.3225843151337517,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,20.103964354763114,100.0,0.207,0.491,48.651,4.262,0.021,0.043,127.532,114.1,,1.9156390327801769,0.042849,1.0,0.207,350.7668260620301,0.4913939393939394,29.413743292240756,-82.07245443558135,,,,,0,0,1,1,5,8.296537818442808,25.32475099956116,1.765057390827439,1.9309710623319534
17,0.0,6.816025817861623,25.96796072850159,159.81,,1.5580129114583403,-0.1432561180682974,17.0,1.5645851039923948,0.1805189810126519,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,17.613971702936038,100.0,0.439,0.491,48.651,4.262,0.021,0.043,127.10000000000002,110.4,,2.447926547634893,0.192721,1.0,0.439,354.7465413841789,0.4913939393939394,33.30374329224077,-78.18245443558133,,,,,0,0,1,2,5,8.296537818442808,25.32475099956116,1.6141978005401085,1.9309710623319534
18,0.0,6.407743022340814,26.130518818116283,159.84,,1.1497301159375315,0.019301971546394,18.0,1.1498921278099556,-0.4146929761824391,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,15.670189709277183,100.0,0.531,0.491,48.651,4.262,0.021,0.043,128.08,112.6,,1.3222519055993074,0.281961,1.0,0.531,0.9618062607565436,0.4913939393939394,33.33374329224077,-78.15245443558133,,,,,0,0,1,3,6,8.296537818442808,25.32475099956116,2.0534866834730274,1.9309710623319534
19,0.0,6.133036306431207,26.584957364534617,153.4,,0.8750234000279251,0.4737405179647282,19.0,0.9950356923035067,-0.1548564355064489,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,15.5654040073764,100.0,0.429,0.491,48.651,4.262,0.021,0.043,128.084,111.1,,0.9900960289579191,0.1840409999999999,1.0,0.429,28.431258650258656,0.4913939393939394,26.89374329224077,-84.59245443558133,,,,,0,1,1,2,4,8.296537818442808,25.32475099956116,2.5037689339865397,1.9309710623319534
20,0.0,6.126319461183049,26.155755530121365,155.53,,0.8683065547797666,0.044538683551476,20.0,0.8694480820647121,-0.1255876102387946,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,14.865936372064889,100.0,0.137,0.491,48.651,4.262,0.021,0.043,126.03200000000002,113.1,,0.7559399674060064,0.018769,1.0,0.137,2.9363409356940644,0.4913939393939394,29.023743292240766,-82.46245443558134,,,,,0,0,1,2,6,8.296537818442808,25.32475099956116,2.323879568307883,1.9309710623319534
21,0.0,6.203819022307717,26.04267296784495,151.6,,0.9458061159044346,-0.0685438787249381,21.0,0.94828659812996,0.0788385160652478,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,1.0830422545915297,100.0,2.424,0.491,48.651,4.262,0.021,0.043,125.88800000000003,111.1,,0.899247472192892,5.875776,1.0,2.424,355.8549421497519,0.4913939393939394,25.09374329224076,-86.39245443558134,,,,,1,1,2,4,8,8.296537818442808,25.32475099956116,2.2124384538878306,1.9309710623319534
22,0.0,7.996584010025836,24.41192118910986,146.88,,2.738571103622553,-1.699295657460027,22.0,3.222945457350924,2.274658859220964,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,12.39456148807166,100.0,0.18,0.491,48.651,4.262,0.021,0.043,127.00800000000002,113.6,,10.387377421058956,0.0324,1.0,0.18,328.1802128336686,0.4913939393939394,20.37374329224076,-91.11245443558134,,,,,0,0,1,3,7,8.296537818442808,25.32475099956116,0.9608488695067505,1.9309710623319534
23,0.0,7.932050322589659,24.58021040617582,151.71,,2.674037416186377,-1.5310064403940693,23.0,3.081307648335822,-0.1416378090151018,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,4.712911067455501,100.0,0.349,0.491,48.651,4.262,0.021,0.043,126.372,112.2,,9.494456823692834,0.1218009999999999,1.0,0.349,330.20692591998426,0.4913939393939394,25.203743292240773,-86.28245443558133,,,,,0,0,1,2,6,8.296537818442808,25.32475099956116,0.8289703431558304,1.9309710623319534
24,0.0,7.778293187751232,24.26684395368609,155.43,,2.52028028134795,-1.844372892883797,24.0,3.12306325016895,0.0417556018331279,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,7.748649367882086,100.0,0.402,0.491,48.651,4.262,0.021,0.043,126.62000000000003,109.1,,9.753524064555846,0.161604,1.0,0.402,323.8028636816341,0.4913939393939394,28.92374329224077,-82.56245443558133,,,,,0,0,2,4,8,8.296537818442808,25.32475099956116,1.1780258125154828,1.9309710623319534
25,0.0,7.830379091958029,24.665427974036906,151.8,,2.572366185554748,-1.445788872532983,25.0,2.9508258600814914,-0.1722373900874587,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,7.31835917357787,100.0,0.416,0.491,48.651,4.262,0.021,0.043,128.68,110.8,,8.707373256525674,0.173056,1.0,0.416,330.66199771272176,0.4913939393939394,25.293743292240777,-86.19245443558133,,,,,0,0,1,2,6,8.296537818442808,25.32475099956116,0.8074718634505899,1.9309710623319534
26,0.0,7.694033151568796,25.058458436176707,153.96,,2.4360202451655137,-1.0527584103931815,26.0,2.653769942084247,-0.2970559179972443,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,0.2322279487334846,100.0,0.617,0.491,48.651,4.262,0.021,0.043,128.136,112.0,,7.0424949055098285,0.380689,1.0,0.617,336.62777382935883,0.4913939393939394,27.453743292240773,-84.03245443558133,,,,,1,1,2,4,8,8.296537818442808,25.32475099956116,0.6587287779646698,1.9309710623319534
27,0.0,7.600217564678271,25.66828886966526,152.94,,2.342204658274989,-0.4429279769046275,27.0,2.383717234482707,-0.2700527076015402,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,11.918598427489728,100.0,0.254,0.491,48.651,4.262,0.021,0.043,126.54,111.7,,5.682107853969884,0.064516,1.0,0.254,349.2914073389885,0.4913939393939394,26.433743292240763,-85.05245443558134,,,,,0,0,1,3,8,8.296537818442808,25.32475099956116,0.7764535813545909,1.9309710623319534
28,0.0,7.35660212337114,25.739004010830342,161.91,,2.098589216967857,-0.3722128357395462,28.0,2.131342088136731,-0.252375146345976,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,8.064340807663527,100.0,0.171,0.491,48.651,4.262,0.021,0.043,128.98,112.7,,4.54261909666304,0.029241,1.0,0.171,349.9424205704074,0.4913939393939394,35.40374329224076,-76.08245443558134,,,,,0,0,2,4,8,8.296537818442808,25.32475099956116,1.0271731442242074,1.9309710623319534
29,0.0,7.234155584387177,25.619915097275747,159.09,,1.976142677983895,-0.4913017492941414,29.0,2.036299902423227,-0.0950421857135039,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,8.484409828976325,100.0,0.22,0.491,48.651,4.262,0.021,0.043,127.516,110.6,,4.146517292608843,0.0484,1.0,0.22,346.03838463116944,0.4913939393939394,32.58374329224077,-78.90245443558133,,,,,0,0,2,4,7,8.296537818442808,25.32475099956116,1.102623170360889,1.9309710623319534
30,0.0,7.070723479459848,25.473351964459667,156.98,,1.8127105730565656,-0.6378648821102217,30.0,1.921663661908751,-0.1146362405144758,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,8.898072296313256,100.0,0.668,0.491,48.651,4.262,0.021,0.043,125.59200000000004,113.5,,3.692791229500551,0.446224,1.0,0.668,340.61381619209453,0.4913939393939394,30.473743292240755,-81.01245443558135,,,,,0,0,2,4,8,8.296537818442808,25.32475099956116,1.2347886622515603,1.9309710623319534
31,0.0,6.4952000834279,25.81308371858804,157.94,,1.2371871770246177,-0.2981331279818491,31.0,1.2726018517173328,-0.6490618101914183,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,7.923540636426901,100.0,0.048,0.491,48.651,4.262,0.021,0.043,127.312,114.0,,1.619515472994384,0.002304,1.0,0.048,346.4513722541664,0.4913939393939394,31.433743292240763,-80.05245443558134,,,,,0,0,2,3,8,8.296537818442808,25.32475099956116,1.8663564718619061,1.9309710623319534
32,0.0,6.4771890457170125,25.857222682695447,159.29,,1.2191761393137304,-0.2539941638744416,32.0,1.2453527588415296,-0.0272490928758031,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,13.558624577989182,100.0,0.092,0.491,48.651,4.262,0.021,0.043,126.812,111.8,,1.550903493954209,0.008464,1.0,0.092,348.2317500348283,0.4913939393939394,32.78374329224076,-78.70245443558134,,,,,0,0,1,2,6,8.296537818442808,25.32475099956116,1.8956677056274172,1.9309710623319534
33,0.0,6.536139094000673,25.78697952060101,150.06,,1.2781261875973913,-0.3242373259688769,33.0,1.3186115405886942,0.0732587817471646,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,11.98169761157984,100.0,0.432,0.491,48.651,4.262,0.021,0.043,127.508,110.8,,1.7387363949736896,0.1866239999999999,1.0,0.432,345.7653875832278,0.4913939393939394,23.553743292240767,-87.93245443558133,,,,,0,0,1,2,6,8.296537818442808,25.32475099956116,1.820071118028134,1.9309710623319534
34,0.0,6.768654612589322,25.423099367695823,158.7,,1.51064170618604,-0.6881174788740658,34.0,1.659983141239895,0.3413716006512008,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,6.660448894849433,100.0,0.293,0.491,48.651,4.262,0.021,0.043,128.428,113.6,,2.7555440292006703,0.085849,1.0,0.293,335.5101011429034,0.4913939393939394,32.193743292240754,-79.29245443558135,,,,,0,0,1,3,7,8.296537818442808,25.32475099956116,1.5310452286734952,1.9309710623319534
35,0.0,6.477194585914917,25.4568798245342,166.02,,1.2191816795116353,-0.654337022035687,35.0,1.3836765901262271,-0.276306551113668,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,6.076943818165893,100.0,0.543,0.491,48.651,4.262,0.021,0.043,127.68799999999996,110.1,,1.914560906063343,0.294849,1.0,0.543,331.7774638648225,0.4913939393939394,39.513743292240775,-71.97245443558133,,,,,0,0,1,3,7,8.296537818442808,25.32475099956116,1.824134815229891,1.9309710623319534
36,0.0,6.912381061035043,25.781029877151948,160.68,,1.6543681546317606,-0.3301869694179409,36.0,1.6869965695973128,0.3033199794710857,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,13.348871753558964,100.0,0.12,0.491,48.651,4.262,0.021,0.043,126.82800000000005,111.6,,2.845957425833101,0.0144,1.0,0.12,348.7129358574211,0.4913939393939394,34.17374329224077,-77.31245443558133,,,,,0,0,1,3,7,8.296537818442808,25.32475099956116,1.457422499899424,1.9309710623319534
37,0.0,6.815285983967413,25.710319768064508,156.48,,1.5572730775641306,-0.4008970785053805,37.0,1.608047855525515,-0.0789487140717977,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,14.303753688383322,100.0,0.356,0.491,48.651,4.262,0.021,0.043,128.24800000000002,110.7,,2.585817905660208,0.126736,1.0,0.356,345.563510882304,0.4913939393939394,29.973743292240755,-81.51245443558135,,,,,0,0,1,3,7,8.296537818442808,25.32475099956116,1.5306110780932922,1.9309710623319534
38,0.0,6.962899440812426,25.38594301050816,162.48,,1.7048865344091435,-0.7252738360617279,38.0,1.8527439738089324,0.2446961182834173,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,13.476326043687282,100.0,0.305,0.491,48.651,4.262,0.021,0.043,126.612,113.0,,3.432660232485314,0.093025,1.0,0.305,336.95466894730504,0.4913939393939394,35.973743292240755,-75.51245443558135,,,,,0,0,1,2,6,8.296537818442808,25.32475099956116,1.3350414916744477,1.9309710623319534
39,0.0,6.81830536397101,25.65451899355249,156.46,,1.5602924575677282,-0.456697853017399,39.0,1.6257568951394432,-0.2269870786694892,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,15.009054052679176,100.0,0.404,0.491,48.651,4.262,0.021,0.043,129.06400000000002,112.6,,2.643085482093442,0.163216,1.0,0.404,343.685238063787,0.4913939393939394,29.953743292240773,-81.53245443558133,,,,,0,0,1,2,6,8.296537818442808,25.32475099956116,1.5145686248284624,1.9309710623319534
40,0.0,6.988118690401575,25.28832042720542,162.49,,1.730105783998293,-0.8228964193644686,40.0,1.9158352071165232,0.29007831197708,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,13.597929824057532,100.0,0.221,0.491,48.651,4.262,0.021,0.043,126.09199999999998,109.0,,3.670424540827212,0.048841,1.0,0.221,334.5626701197204,0.4913939393939394,35.983743292240774,-75.50245443558133,,,,,0,0,1,2,6,8.296537818442808,25.32475099956116,1.308926201596693,1.9309710623319534
41,0.0,6.841755079502004,25.45358509884297,157.23,,1.583742173098722,-0.6576317477269171,41.0,1.714852409529701,-0.2009827975868221,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,25.355519892702446,100.0,0.199,0.491,48.651,4.262,0.021,0.043,127.764,111.6,,2.9407187864698217,0.039601,1.0,0.199,337.4498620096421,0.4913939393939394,30.723743292240755,-80.76245443558135,,,,,0,0,1,1,5,8.296537818442808,25.32475099956116,1.4604763067773,1.9309710623319534
42,0.0,7.028291746576198,25.52374447851309,157.97,,1.7702788401729157,-0.5874723680567975,42.0,1.865210699946316,0.1503582904166145,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,24.96493627486248,100.0,0.308,0.491,48.651,4.262,0.021,0.043,125.51600000000002,109.4,,3.479010955194224,0.094864,1.0,0.308,341.6414195115196,0.4913939393939394,31.463743292240764,-80.02245443558134,,,,,0,0,1,1,5,8.296537818442808,25.32475099956116,1.2837626351746179,1.9309710623319534
43,0.0,7.334095335080671,25.48464778746752,161.61,,2.076082428677389,-0.6265690591023692,43.0,2.1685725804057,0.3033618804593845,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,25.04869614589745,100.0,0.089,0.491,48.651,4.262,0.021,0.043,127.23599999999996,112.3,,4.702707036487435,0.007921,1.0,0.089,343.2059990950102,0.4913939393939394,35.10374329224078,-76.38245443558132,,,,,0,0,1,1,5,8.296537818442808,25.32475099956116,0.975634417475648,1.9309710623319534
44,0.0,7.413934538113167,25.52499643166865,159.36,,2.1559216317098846,-0.5862204149012378,44.0,2.234200630409362,0.0656280500036619,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,13.612364133975026,100.0,0.453,0.491,48.651,4.262,0.021,0.043,126.56,110.4,,4.991652456921591,0.205209,1.0,0.453,344.7883816453485,0.4913939393939394,32.85374329224078,-78.63245443558132,,,,,0,0,1,2,7,8.296537818442808,25.32475099956116,0.9050341339024501,1.9309710623319534
45,0.0,7.251197932486909,25.102003555963257,161.24,,1.9931850260836272,-1.0092132906066311,45.0,2.2341213069439747,-7.932346538730428e-05,2.095,0.493,0.84,3.514,1.73,6.321,-0.096,Endothelial_NonBapta_bin10_crop_locsID_tracksRG.csv,1.0,22.55200077101049,100.0,0.494,0.491,48.651,4.262,0.021,0.043,127.33599999999998,108.7,,4.991298014141053,0.244036,1.0,0.494,333.1454486443604,0.4913939393939394,34.733743292240774,-76.75245443558133,,,,,0,0,1,1,4,8.296537818442808,25.32475099956116,1.0688086361925093,1.9309710623319534
